binary,build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
original,"3769fe6e","8156","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","64","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:42:50Z","4973486833","29308947","102.948751","0.608018"
original,"3769fe6e","8156","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","64","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:43:20Z","22743306993","817889462","5.633918","0.204717"
original,"3769fe6e","8156","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","80","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:45:14Z","4958708166","656564510","104.642968","13.132441"
original,"3769fe6e","8156","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","80","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:45:43Z","21214532953","232033825","6.034172","0.065421"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","8","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:47:34Z","12800004639","168250365","40.005614","0.535208"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","8","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:48:51Z","23433296620","65512397","5.462347","0.015265"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:50:49Z","7567821846","159392568","67.678701","1.414357"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","16","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:51:35Z","20658785945","79355374","6.195984","0.023867"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","32","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:53:18Z","4969549474","12477119","103.027968","0.258811"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","32","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:53:49Z","21609388466","57430464","5.923385","0.015748"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","40","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:55:38Z","4689391430","40538421","109.189070","0.933943"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","40","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:56:07Z","22905143037","109196846","5.588366","0.026504"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T01:58:02Z","6212052463","45985967","82.424036","0.609815"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","48","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T01:58:39Z","24967407174","67131069","5.126713","0.013789"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","64","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T02:00:45Z","4960261618","55076871","103.230436","1.134137"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","64","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T02:01:14Z","25506923961","47028670","5.018259","0.009252"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","80","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","512","0","0","2026-03-25T02:03:22Z","4510983795","22795749","113.503057","0.573114"
fixed,"ec07e9c6","8160","Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz","","CPU","/projects/comp468/aj162//cache/llama.cpp/Meta-Llama-3.1-8B-Instruct-Q8_0.gguf","llama 8B Q8_0","8532934912","8030261312","2048","512","80","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","0","0","0","0","0","0","128","0","2026-03-25T02:03:49Z","24375960604","851553153","5.256014","0.176741"
